|en|[fi]|pt|ru|zh|ja|ko|de|fr|sp|pl
|||||||||||
subVikingCharge01|Power Charge||||力量衝鋒||||
subDescPyromancerVolcano02|Increases the duration of volcano.||||增加火山的持續時間。||||
subDescPyromancerVolcano03|Increases the range of volcano.||||增加火山的範圍。||||
subDescPyromancerVolcano04|Increases the size of volcano.||||增加火山的大小。||||
subDescPyromancerVolcano05|Chance to shoot out a colossal fragment instead knocking monsters into the air and inflicting burning on hit.||||有機率射出巨大的碎片, 而不是將怪物擊飛到空中並在擊中時造成燃燒。||||
subDescPyromancerVolcano06|Release flaming fissures around the volcano.||||釋放火山周圍的燃燒裂縫。||||
subDescPyromancerVolcano07|Increases the damage dealt by volcano.||||增加火山造成的傷害。||||
subDescPyromancerVolcano08|Fragments have a chance to bounce and deal area of effect damage when hitting the ground.||||碎片落地時有機率反彈並造成一定範圍的傷害。||||
subDescPyromancerVolcano09|Monsters touching the volcano get knocked back and stunned taking additional damage.||||接觸火山的怪物會被擊退並眩暈, 並受到額外傷害。||||
subDescPyromancerVolcano10|Increases damage dealt to burning targets.||||增加對燃燒目標造成的傷害。||||
subDescPyromancerVolcano11|Now spawns a massive volcano shooting out fragments that spawn smaller volcanoes around it.||||現在會產生一座巨大的火山, 發射出的碎片會在其周圍產生較小的火山。||||
subDescPyromancerVolcano12|Volcano now sends out trails of molten lava inflicting a portion of its damage as burning.||||火山現在會噴出熔岩痕跡, 造成部分傷害為燃燒。||||
subDescPyromancerVolcano13|The volcano is now stuck on you with increased damage.||||火山現在黏在你身上, 傷害增加。||||
subDescPyromancerVolcano14|Spawn multiple volcanoes trailing into a random direction. ||||產生多座火山, 拖向隨機方向。||||
subPyromancerFireNova01|Extended Flames||||擴展火焰||||
subPyromancerFireNova02|Boiling Point||||沸點||||
subPyromancerFireNova03|Heat Haze||||熱嵐||||
subPyromancerFireNova04|Burning Agony||||燃燒的痛苦||||
subPyromancerFireNova05|Crushing Flames||||粉碎火焰||||
subPyromancerFireNova06|Rapid Flames||||快速火焰||||
subPyromancerFireNova07|Mirror Flames||||鏡面火焰||||
subPyromancerFireNova08|Armageddon Bolts||||末日彈||||
subPyromancerFireNova09|Agonizing Flames||||痛苦火焰||||
subPyromancerFireNova10|Molten Trail||||熔火小徑||||
subPyromancerFireNova11|Scorching Bolts||||灼熱彈||||
subPyromancerFireNova12|Searing Tornado||||灼熱龍捲風||||
subPyromancerFireNova13|Traveling Flames||||旅行火焰||||
subPyromancerFireNova14|Vacuum Flames||||真空火焰||||
subDescPyromancerFireNova01|Increases the area of effect radius of fire nova.||||增加火焰新星的影響半徑範圍||||
subDescPyromancerFireNova02|Inflicts burning on hit.||||擊中時造成燃燒。||||
subDescPyromancerFireNova03|Increases the damage dealt by fire nova.||||增加火焰新星造成的傷害。||||
subDescPyromancerFireNova04|Inflicts fire break on hit.||||擊中時降低火焰抗性。||||
subDescPyromancerFireNova05|Fire nova knocks monsters back dealing increased damage.||||火焰新星將怪物擊退，造成更多傷害。||||
subDescPyromancerFireNova06|Increases your cast rate when casting fire nova.||||提高施放火焰新星時的施法速度||||
subDescPyromancerFireNova07|Chance on cast to unleash an additional fire nova.||||施放時有機率釋放額外的火焰新星。||||
subDescPyromancerFireNova08|Chance on hit to drop armageddon bolts down from the sky.||||命中時有機率從天上掉落末日彈。||||
subDescPyromancerFireNova09|Increases damage dealt to burning targets.||||增加對燃燒目標造成的傷害。||||
subDescPyromancerFireNova10|Chance on cast to send a trail of molten lava forward.||||施法時有機率向前噴射一道熔岩痕跡。||||
subDescPyromancerFireNova11|Now unleash piercing fireballs in all directions instead of a nova.||||現在向各個方向釋放穿透火球而不是新星。||||
subDescPyromancerFireNova12|Summon piercing fireballs orbiting you.||||召喚圍繞你旋轉的穿透火球||||
subDescPyromancerFireNova13|Send a traveling nova forward unleashing additional novas with increased damage and area of effect radius.||||向前發送一顆行進的新星, 釋放出額外的新星, 傷害和效果半徑範圍都會增加||||
subDescPyromancerFireNova14|Fire nova now vacuums monsters inside dealing additional damage.|||Огненная нова теперь затягивает монстров внутрь, нанося дополнительный урон.|火焰新星現在會將裡面的怪物吸引至中心，並造成額外傷害。||이제 불의 노바가 내부의 몬스터들을 끌어당기며 추가 피해를 입힙니다.|||Ahora la nova de fuego atrae a los monstruos hacia su centro, infligiendo daño adicional.|
subPyromancerComet01|Blast Radius||||爆炸半徑||||
subPyromancerComet02|Molten Rock||||熔岩||||
subPyromancerComet03|Skycaller||||喚天者||||
subPyromancerComet04|Comet Fragments||||彗星碎片||||
subPyromancerComet05|Molten Aftershock||||熔岩餘震||||
subPyromancerComet06|Shattering Impact||||毀滅性的影響||||
subPyromancerComet07|Stunning Hit||||暈眩一擊||||
subPyromancerComet08|Cracked Terrain||||破裂地形||||
subPyromancerComet09|Searing Shrapnel||||灼熱彈片||||
subPyromancerComet10|Flaming Terrain||||火焰地形||||
subPyromancerComet11|Fiery Shower||||熾熱雨||||
subPyromancerComet12|Molten Starfall||||熔火星隕||||
subPyromancerComet13|Bouncing Comets||||彈跳彗星||||
subPyromancerComet14|Crushing Comet||||粉碎彗星||||
subDescPyromancerComet01|Increases the area of effect radius of comet.||||增加彗星的影響半徑區域。||||
subDescPyromancerComet02|Increases the damage dealt by comet.||||增加彗星造成的傷害||||
subDescPyromancerComet03|Increases your cast rate when using comet.||||使用彗星時增加施法速度||||
subDescPyromancerComet04|Chance when comet hits the ground to rain down smaller comets.||||彗星撞擊地面時有機率落下較小的彗星。||||
subDescPyromancerComet05|Chance when hitting the ground to unleash a fiery pulse dealing additional damage knocking monsters back.||||落地時有機率釋放熾熱脈衝，造成額外傷害，將怪物擊退。||||
subDescPyromancerComet06|Inflicts fire break on hit.||||擊中時降低火焰抗性。||||
subDescPyromancerComet07|Chance on hit to stun monsters.||||擊中怪物時有幾率擊暈怪物。||||
subDescPyromancerComet08|Increased damage dealt to stunned targets.||||對暈眩目標造成的傷害增加。||||
subDescPyromancerComet09|Comet shrapnel flies farther dealing a portion of comets damage.||||彗星彈片飛得更遠, 造成一部分彗星傷害。||||
subDescPyromancerComet10|Chance when hitting the ground to create flames dealing a portion of comets damage over time.||||撞擊地面時有機率產生火焰，隨著時間的推移造成部分彗星傷害。||||
subDescPyromancerComet11|Drop additional comets dealing increased damage.||||掉落額外的彗星，造成更高的傷害。||||
subDescPyromancerComet12|Drop multiple comets simultaneously. Comet now has a cooldown.||||同時投放多顆彗星. 彗星現在有冷卻時間。||||
subDescPyromancerComet13|Drop multiple small comets bouncing forwards when landing.||||著陸時掉落多個向前彈跳的小彗星。||||
subDescPyromancerComet14|Comet now smashes the ground with force sending monsters airborne with increased damage.||||彗星現在用力量粉碎地面，使怪物在空中飛行並造成更大的傷害。||||
subPyromancerArmageddon01|Falling Wrath||||墮落之怒||||
subPyromancerArmageddon02|Storm of Fire||||火焰風暴||||
subPyromancerArmageddon03|Colossal Chunks||||巨大區塊||||
subPyromancerArmageddon04|Searing Meteor||||灼熱流星||||
subPyromancerArmageddon05|Pyrokinetic Madness||||火動力瘋狂||||
subPyromancerArmageddon06|Doomsday Clock||||世界末日之鐘||||
subPyromancerArmageddon07|Blisters||||起泡||||
subPyromancerArmageddon08|Ball of Fire||||火球||||
subPyromancerArmageddon09|Doom Fire||||末日之火||||
subPyromancerArmageddon10|Blazing Pulse||||熾熱脈衝||||
subPyromancerArmageddon11|Searing Concentration||||灼熱濃度||||
subPyromancerArmageddon12|Warm Shower||||熱情驟雨||||
subPyromancerArmageddon13|Blistering Bolt||||極熱彈||||
subPyromancerArmageddon14|Warped Doom||||扭曲末日||||
subDescPyromancerArmageddon01|Increases the amount of armageddon projectiles.||||增加毀天滅地的投射物數量||||
subDescPyromancerArmageddon02|Increases the area of effect radius of armageddon.||||增加毀天滅地的影響半徑範圍。||||
subDescPyromancerArmageddon03|Increases projectile size and explosion radius.||||增加投射物尺寸和爆炸半徑。||||
subDescPyromancerArmageddon04|Chance to inflict burning on hit.||||擊中時有機率造成燃燒。||||
subDescPyromancerArmageddon05|Chance on cast to unleash an additional armageddon.||||施放時有機率發動額外的世界末日。||||
subDescPyromancerArmageddon06|Decreases the cooldown of armageddon.||||減少毀天滅地的冷卻時間。||||
subDescPyromancerArmageddon07|Increases damage dealt to burning targets.||||增加對燃燒目標造成的傷害。||||
subDescPyromancerArmageddon08|Chance for a meteor to turn into a ball of fire with increased size and damage.||||流星有機率變成火球，其尺寸和傷害都會增加。||||
subDescPyromancerArmageddon09|Increased the damage dealt by armageddon.||||增加了毀天滅地造成的傷害。||||
subDescPyromancerArmageddon10|Chance on hit to unleash a fiery pulse dealing additional damage.||||擊中時有機率釋放熾熱脈衝, 造成額外傷害。||||
subDescPyromancerArmageddon11|Armageddon area of effect is now drastically smaller for more concentrated damage output.||||毀天滅地的影響範圍現在大大縮小，傷害輸出更加集中。||||
subDescPyromancerArmageddon12|Armageddon now follows the player dealing increased damage.||||毀天滅地現在跟隨玩家造成更高的傷害。||||
subDescPyromancerArmageddon13|Armageddon now drops a meteor on every monster around you on a large radius. Armageddon no longer has a cooldown.||||毀天滅地現在會在大半徑範圍內向你周圍的每個怪物投下一顆流星. 毀天滅地不再有冷卻時間。||||
subDescPyromancerArmageddon14|Armageddon projectiles now fly horizontally through terrain exploding on hit.||||毀天滅地的投射物現在水平飛行穿過地形，擊中時會爆炸。||||
subMarksmanTrickshot01|Lung Capacity||||肺活量||||
subMarksmanTrickshot02|Tenacity||||韌性||||
subMarksmanTrickshot03|Lethal Aim||||致命目標||||
subMarksmanTrickshot04|Archery Skills||||射箭技巧||||
subMarksmanTrickshot05|Looping Shot||||循環射擊||||
subMarksmanTrickshot06|Deadly Accuracy||||致命精準||||
subMarksmanTrickshot07|Steady Hands||||穩定的手||||
subMarksmanTrickshot08|Agile Hunter||||敏捷獵人||||
subMarksmanTrickshot09|Killshot||||殺戮射擊||||
subMarksmanTrickshot10|Maiming Shot||||致殘射擊||||
subMarksmanTrickshot11|Sniper's Touch||||狙擊之觸||||
subMarksmanTrickshot12|Splitting Trickshot||||分裂技巧||||
subMarksmanTrickshot13|Scorching Arrow||||灼熱箭||||
subMarksmanTrickshot14|Powershot||||強力射擊||||
subDescMarksmanTrickshot01|Increases attack rating when using trickshot.||||使用特技射擊時提高攻擊命中率。||||
subDescMarksmanTrickshot02|Reduces the mana cost of trickshot.||||減少特技射擊的法力消耗。||||
subDescMarksmanTrickshot03|Increases the damage dealt by trickshot.||||增加特技射擊造成的傷害。||||
subDescMarksmanTrickshot04|Increases the amount of bounces for trickshot.||||增加特技射擊的彈跳目標數量。||||
subDescMarksmanTrickshot05|Trickshot can hit the same monster multiple times if there are no others nearby with reduced damage.||||如果附近沒有其他怪物，傷害會降低，特技射擊可以多次擊中同一個怪物。||||
subDescMarksmanTrickshot06|Increases critical strike damage dealt by trickshot.||||增加特技射擊造成的暴擊傷害。||||
subDescMarksmanTrickshot07|Increases the critical strike chance when using trickshot.||||增加使用特技射擊時的爆擊幾率。||||
subDescMarksmanTrickshot08|Decreases the movement diminish when using trickshot.||||使用特技射擊時減少移動。||||
subDescMarksmanTrickshot09|Increases the range of trickshot.||||增加特技射擊的範圍。||||
subDescMarksmanTrickshot10|Trickshot inflicts a portion of its damage as bleeding.||||特技射擊造成的部分傷害為流血。||||
subDescMarksmanTrickshot11|Trickshot now only bounces to one additional target but multiplies its damage with the amount of bounces with increased damage and critical strike damage.||||特技射擊現在只會彈跳到一個額外的目標，但其傷害會隨著彈跳次數而增加傷害和暴擊傷害。||||
subDescMarksmanTrickshot12|Each bounce fires additional piercing projectiles.||||每次彈跳都會發射額外的穿透投射物。||||
subDescMarksmanTrickshot13|Trickshot now inflicts burning to monsters for a portion of its damage.||||特技射擊現在會對怪物造成燃燒，造成部分傷害。||||
subDescMarksmanTrickshot14|The initial projectile now pierces with increased range and damage unleashing bouncing arrows to monsters on hit dealing decreased damage.||||現在，起始投射物的穿透範圍和傷害增加，向擊中的怪物釋放彈跳箭，造成的傷害減少。||||
subMarksmanVault01|Forest Parkour||||森林跑酷||||
subMarksmanVault02|Vaultshot||||迴避射擊||||
subMarksmanVault03|Eagle Eye||||鷹眼||||
subMarksmanVault04|Rapidshot||||快速射擊||||
subMarksmanVault05|High Leap||||高躍||||
subMarksmanVault06|Landing Strike||||著陸打擊||||
subMarksmanVault07|Hunter's Aim||||獵人目標||||
subMarksmanVault08|Wounding Shot||||創傷射擊||||
subMarksmanVault09|Trail of Blood||||血跡||||
subMarksmanVault10|Explosive Trail||||爆炸痕跡||||
subMarksmanVault11|Multivault||||多重騰躍||||
subMarksmanVault12|Leaping Cyclone||||跳躍旋風||||
subMarksmanVault13|Safespace||||安全空間||||
subMarksmanVault14|iArrow||||我即是箭矢||||
subDescMarksmanVault01|Increases vault length.||||增加騰躍距離。||||
subDescMarksmanVault02|Increases the damage dealt by vault.||||增加騰躍造成的傷害。||||
subDescMarksmanVault03|Increases attack rating when vaulting.||||騰躍時提高攻擊命中率。||||
subDescMarksmanVault04|Increases the amount of projectiles fired when vaulting.||||增加騰躍時發射的投射物數量。||||
subDescMarksmanVault05|Increases air time when vaulting. Vault can now go over hard terrain.||||增加騰躍時在空中的時間。 騰躍現在可以越過堅硬的地形。||||
subDescMarksmanVault06|When landing fire projectiles in a circle around you.||||落地時向你周圍灑出火焰彈。||||
subDescMarksmanVault07|Projectiles from vault now pierce and bounce off of terrain with increased damage and speed.||||現在，來自騰躍的投射物會穿透地形並從地形上反彈，傷害和速度都會增加。||||
subDescMarksmanVault08|Vault projectiles inflict bleeding on hit.||||騰躍投射物擊中時造成流血。||||
subDescMarksmanVault09|Increases damage dealt to bleeding targets.||||增加流血目標造成的傷害。||||
subDescMarksmanVault10|Vault now leaves a trail of explosions with increased damage and area of effect.||||騰躍現在會留下爆炸痕跡，傷害和影響範圍都會增加。||||
subDescMarksmanVault11|Vault now fires multiple projectiles in an arc.||||騰躍現在可以沿著弧形發射多個投射物。||||
subDescMarksmanVault12|Vault fires orbiting projectiles that fly in all directions.||||騰躍發射向各個方向飛行的投射物。||||
subDescMarksmanVault13|When landing from leap knock back all monsters around you and drop raining arrows on them.||||當騰躍落地時，擊退你周圍的所有怪物並向他們投下箭雨。||||
subDescMarksmanVault14|Turn into a big arrow dealing damage to monsters on your path. Upon landing cause a big explosion pulse dealing damage to monsters around you.||||變成一支大箭矢，對你路徑上的怪物造成傷害。著陸時會產生巨大的爆炸脈衝，對周圍的怪物造成傷害。||||
subMarksmanMultishot01|Bow & String||||弓與弦||||
subMarksmanMultishot02|Clear Mind||||頭腦清醒||||
subMarksmanMultishot03|Steady Aim||||穩定瞄準||||
subMarksmanMultishot04|Stacked Quiver||||堆疊箭袋||||
subMarksmanMultishot05|Agile Marksman||||敏捷射手||||
subMarksmanMultishot06|Wounding Impact||||創傷衝擊||||
subMarksmanMultishot07|Wounded Target||||受傷目標||||
subMarksmanMultishot08|Ambush||||伏擊||||
subMarksmanMultishot09|Headshot||||爆頭||||
subMarksmanMultishot10|Longshot||||遠射||||
subMarksmanMultishot11|Tornadoshot||||龍捲風射擊||||
subMarksmanMultishot12|Arrow Nova||||箭矢新星||||
subMarksmanMultishot13|Concentration Volley||||集中截擊||||
subMarksmanMultishot14|Raining Inferno||||地獄雨||||
subDescMarksmanMultishot01|Increases the damage dealt by multishot.||||增加多重射擊造成的傷害。||||
subDescMarksmanMultishot02|Decreases the mana cost of multishot.||||降低多重射擊的法力消耗。||||
subDescMarksmanMultishot03|Increases attack rating when using multishot.||||使用多重射擊時提高攻擊命中率。||||
subDescMarksmanMultishot04|Increases the amount of multishot projectiles.||||增加多重射擊的投射物數量。||||
subDescMarksmanMultishot05|Decreases the movement diminish when using multishot.||||減少使用多重射擊時，移動速度降低的效果。||||
subDescMarksmanMultishot06|Chance to inflict bleeding on hit.||||擊中時有機率造成流血。||||
subDescMarksmanMultishot07|Increases damage dealt to bleeding targets.||||增加流血目標造成的傷害。||||
subDescMarksmanMultishot08|Increases the critical strike chance when using multishot.||||使用多重射擊時增加致命一擊的幾率。||||
subDescMarksmanMultishot09|Increases critical strike damage dealt when using multishot.||||增加使用多重射擊時造成的暴擊傷害。||||
subDescMarksmanMultishot10|Increases the attack range of multishot.||||增加多重射擊的攻擊範圍。||||
subDescMarksmanMultishot11|Multishot now unleashes a cycloning tornado of projectiles on hit that are launched in all directions.||||多重射擊現在會在擊中時釋放出一股旋風龍捲風，並向各個方向發射。||||
subDescMarksmanMultishot12|Multishot now fires a decreased amount of projectiles which when landing or hitting a monster split into multiple projectiles flying in all directions.||||多重射擊現在發射的彈體數量減少，當著陸或擊中怪物時，彈體會分裂成多個向各個方向飛行的彈頭。||||
subDescMarksmanMultishot13|Multishot now fires a decreased amount of shotgunning projectiles in a narrow cone with decreased damage.||||多重射擊現在會在狹窄的圓錐體中發射較少數量的霰彈槍彈，傷害也會降低。||||
subDescMarksmanMultishot14|Multishot now fires burning arrows inflicting burning for a portion of the damage.||||多重射擊現在會發射燃燒的箭，造成部分傷害。||||
subMarksmanVolatileShot01|Hawk Eye||||鷹眼||||
subMarksmanVolatileShot02|Cannon Fodder||||砲灰||||
subMarksmanVolatileShot03|Far Sight||||遠視||||
subMarksmanVolatileShot04|Armor Shatter||||護甲破碎||||
subMarksmanVolatileShot05|Techies||||技術人員||||
subMarksmanVolatileShot06|Explosive Tactics||||爆炸戰術||||
subMarksmanVolatileShot07|Armor Swap||||護甲交換||||
subMarksmanVolatileShot08|Strafing||||掃射||||
subMarksmanVolatileShot09|Devastation||||毀滅||||
subMarksmanVolatileShot10|Military Tactics||||軍事戰術||||
subMarksmanVolatileShot11|Colossal Arrow||||巨型箭矢||||
subMarksmanVolatileShot12|Volatile Multishot||||易變多重射擊||||
subMarksmanVolatileShot13|Fire in the Hole!||||小心！||||
subMarksmanVolatileShot14|Artillery||||砲兵||||
subDescMarksmanVolatileShot01|Increases attack rating when using volatile shot.||||使用爆炸射擊時提高攻擊命中率。||||
subDescMarksmanVolatileShot02|Increases the damage dealt by volatile shot.||||增加爆炸射擊造成的傷害。||||
subDescMarksmanVolatileShot03|Increases the attack range of volatile shot.||||增加爆炸射擊的攻擊範圍。||||
subDescMarksmanVolatileShot04|Inflicts armor break on hit.||||擊中時造成護甲破壞。||||
subDescMarksmanVolatileShot05|Now knocks monsters back with increased damage.||||現在可以將怪物擊退並增加傷害。||||
subDescMarksmanVolatileShot06|Increases the explosion area of effect radius of volatile shot.||||增加爆炸射擊的爆炸效果範圍。||||
subDescMarksmanVolatileShot07|Gain a portion of inflicted armor break as armor for a short duration.||||短時間內獲得部分造成的護甲破壞作為護甲。||||
subDescMarksmanVolatileShot08|Decreases the movement diminish when using volatile shot.||||減少使用爆炸射擊時，移動速度降低的效果。||||
subDescMarksmanVolatileShot09|Chance to stun monsters on hit.||||擊中時有機率擊暈怪物。||||
subDescMarksmanVolatileShot10|Increases damage dealt to stunned targets.||||增加對暈眩目標造成的傷害。||||
subDescMarksmanVolatileShot11|Fire a massive arrow with increased damage and increased armor break duration. Volatile shot now has a cooldown.||||發射巨大的箭，傷害增加，破甲持續時間增加。爆炸射擊現在有冷卻時間。||||
subDescMarksmanVolatileShot12|Fire multiple smaller projectiles in a cone.||||在圓錐範圍中發射多個較小的投射物。||||
subDescMarksmanVolatileShot13|On monster or terrain impact launch multiple piercing arrows in all directions.||||在怪物或地形衝擊時，向各個方向發射多支穿透箭。||||
subDescMarksmanVolatileShot14|Fire multiple additional arrows raining from the sky covering a wide area. Volatile shot now has a short cooldown.||||額外發射多支箭，從天而降，覆蓋大片區域。爆炸射擊現在有較短的冷卻時間。||||
subMarksmanArrowRain01|Spot On||||精準||||
subMarksmanArrowRain02|Long Reach||||長距離||||
subMarksmanArrowRain03|Rain Of Pain||||痛苦之雨||||
subMarksmanArrowRain04|Coverage||||覆蓋||||
subMarksmanArrowRain05|Sharper Tips||||尖銳打擊||||
subMarksmanArrowRain06|Split Fall||||殞落分裂||||
subMarksmanArrowRain07|My Territory||||我的領地||||
subMarksmanArrowRain08|Cutting Arrows||||切割箭矢||||
subMarksmanArrowRain09|Wound Salt||||重創||||
subMarksmanArrowRain10|Maiming Arrow||||致殘箭||||
subMarksmanArrowRain11|Scorching Volley||||灼熱齊射||||
subMarksmanArrowRain12|Kill Command||||殺戮命令||||
subMarksmanArrowRain13|Contract Killer||||契約殺手||||
subMarksmanArrowRain14|Arrow Splinter||||碎裂箭矢||||
subDescMarksmanArrowRain01|Increases attack rating when using arrow rain.||||使用箭雨時增加攻擊命中率。||||
subDescMarksmanArrowRain02|Increased the range of arrow rain.||||增加了箭雨的範圍。||||
subDescMarksmanArrowRain03|Increases the amount of arrow rain projectiles.||||增加箭雨投射物的數量。||||
subDescMarksmanArrowRain04|Increases the area of effect radius of arrow rain.||||增加箭雨的影響範圍半徑。||||
subDescMarksmanArrowRain05|Increases the damage dealt by arrow rain.||||增加箭雨造成的傷害。||||
subDescMarksmanArrowRain06|Chance on hit for arrows to split into multiple projectiles flying in all directions.||||箭矢擊中時有機率分裂成多個投射物，並向各個方向飛行。||||
subDescMarksmanArrowRain07|Decreases the movement diminish when using arrow rain.||||減少使用箭雨時，移動速度降低的效果。||||
subDescMarksmanArrowRain08|Chance to inflict bleed on hit.||||命中時有機率造成流血。||||
subDescMarksmanArrowRain09|Increases damage dealt to bleeding targets.||||增加流血目標造成的傷害。||||
subDescMarksmanArrowRain10|Chance to stun target on hit.||||擊中時有機率擊暈目標。||||
subDescMarksmanArrowRain11|Raining arrows are now on fire dealing fire damage and burning monsters on hit.|||Теперь падающие стрелы горят, нанося урон огнем и поджигая монстров при попадании.|落下的箭矢現在附帶火焰，造成火焰傷害並在擊中時點燃怪物。||이제 레인 화살이 불에 휩싸여 불 피해를 입히고, 적중 시 몬스터에게 화상을 입힙니다.|||Las flechas de Lluvia de Flechas ahora están envueltas en llamas, infligiendo daño de fuego y aplicando Quemadura al golpear a los monstruos.|
subDescMarksmanArrowRain12|Unleash a long rain of arrows on a massive radius. Arrow rain now has a cooldown.||||在大半徑範圍內釋放出長長的箭雨。箭雨現在有冷卻時間。||||
subDescMarksmanArrowRain13|Decreases the radius of arrow rain significantly dealing increased damage.||||減少箭雨的半徑，顯著增加傷害。||||
subDescMarksmanArrowRain14|When hitting the ground arrows split into multiple piercing arrows flying in all directions.||||當箭矢擊中地面時，會分裂成多支穿透箭矢向四方飛去。||||
subMarksmanArrowRampage01|Arrow to the Knee||||膝蓋中箭||||
subMarksmanArrowRampage02|Spinning Shrapnel||||旋轉彈片||||
subMarksmanArrowRampage03|Shredding Hit||||粉碎打擊||||
subMarksmanArrowRampage04|Bigger is Better||||越大越好||||
subMarksmanArrowRampage05|Exploding Arrowhead||||爆炸箭頭||||
subMarksmanArrowRampage06|Critical Hit||||暴擊||||
subMarksmanArrowRampage07|Crucial Strike||||致命一擊||||
subMarksmanArrowRampage08|Arcanum Arrow||||奧秘箭||||
subMarksmanArrowRampage09|Arcanum Penetration||||奧術穿透||||
subMarksmanArrowRampage10|Blast Wave||||衝擊波||||
subMarksmanArrowRampage11|Marked For Destruction||||銷毀標記||||
subMarksmanArrowRampage12|Tricky Tactics||||狡猾戰術||||
subMarksmanArrowRampage13|Arrow Mayhem||||混亂箭矢||||
subMarksmanArrowRampage14|Fiery Rain of Arrows||||火雨箭矢||||
subDescMarksmanArrowRampage01|Increases the damage dealt by arrow rampage.||||增加狂暴箭造成的傷害。||||
subDescMarksmanArrowRampage02|Chance on hit to sling the arrow in the air spinning and dropping back dealing additional damage.||||擊中時有機率將箭拋到空中旋轉並落回造成額外傷害。||||
subDescMarksmanArrowRampage03|Inflict armor break on hit.||||擊中時造成護甲破壞。||||
subDescMarksmanArrowRampage04|Chance to increase arrow size and area of effect of arrow rampage.||||有機率增加箭矢尺寸和箭矢橫衝直撞的影響範圍。||||
subDescMarksmanArrowRampage05|Projectiles explode on hit.||||投射物擊中時爆炸。||||
subDescMarksmanArrowRampage06|Increases the critical strike chance when using arrow rampage.||||增加使用狂暴箭時的致命一擊幾率。||||
subDescMarksmanArrowRampage07|Increased critical strike damage dealt by arrow rampage.||||狂暴箭造成的暴擊傷害增加。||||
subDescMarksmanArrowRampage08|Increases the arcane damage dealt by arrow rampage.||||增加狂暴箭造成的奧術傷害。||||
subDescMarksmanArrowRampage09|Inflicts arcane break on hit.||||擊中時造成奧術破壞。||||
subDescMarksmanArrowRampage10|Increases the explosion area of effect radius.||||增加爆炸效果範圍。||||
subDescMarksmanArrowRampage11|Arrow rampage now spawns from all directions flying towards target area for an extended period of time. Cooldown is increased.||||現在，狂暴箭會從各個方向產生，並在較長時間內飛向目標區域。冷卻時間增加。||||
subDescMarksmanArrowRampage12|Arrow rampage projectiles have a chance to cast trickshot when hitting a monster.||||狂暴箭投射物擊中怪物時有一定幾率施放特技射擊。||||
subDescMarksmanArrowRampage13|Arrow rampage projectiles have a chance to shatter into a spread of arrows when hitting a target.||||狂暴箭的投射物在擊中目標時有機率粉碎成散佈的箭矢。||||
subDescMarksmanArrowRampage14|Arrow rampage area becomes much wider and deals a portion of its damage as fire causing burning on monsters hit based on fire damage dealt.||||狂暴箭的範圍變得更寬，部分造成傷害變為火焰傷害，因為火焰傷害的擊中導致怪物燃燒。||||
subMarksmanFragGrenade01|Shrapnel||||彈片||||
subMarksmanFragGrenade02|Fatal Range||||致命範圍||||
subMarksmanFragGrenade03|Detonating||||引爆||||
subMarksmanFragGrenade04|Fragging Penetration||||破碎滲透||||
subMarksmanFragGrenade05|Molten Shrapnel||||燃燒手榴彈||용융 파편|||Esquirlas Fundidas|
subMarksmanFragGrenade06|Increased Potency||||增加效力||||
subMarksmanFragGrenade07|Flash Bang||||閃光彈||||
subMarksmanFragGrenade08|Stunning Casualty||||令人震驚的傷亡||||
subMarksmanFragGrenade09|Blasting Wave||||爆破波||||
subMarksmanFragGrenade10|Smell of Burning||||燃燒的氣味||||
subMarksmanFragGrenade11|Cluster Bomb||||集束炸彈||||
subMarksmanFragGrenade12|Grenadier||||擲彈兵||||
subMarksmanFragGrenade13|Flames and Explosions||||火焰和爆炸||||
subMarksmanFragGrenade14|Giga Grenade||||十億手雷||||
subDescMarksmanFragGrenade01|Increases the amount of shrapnel when using frag grenade.||||增加使用破片手榴彈時的彈片數量。||||
subDescMarksmanFragGrenade02|Increases the explosion area of effect radius.||||增加爆炸區域的效果半徑。||||
subDescMarksmanFragGrenade03|Increases the damage dealt by frag grenade.||||增加破片手榴彈造成的傷害。||||
subDescMarksmanFragGrenade04|Inflicts arcane break on hit.||||擊中時造成奧術破壞。||||
subDescMarksmanFragGrenade05|Inflicts burning on hit.||||擊中時造成燃燒。||||
subDescMarksmanFragGrenade06|Increased the size of frag grenade and shrapnel.||||增加了破片手榴彈和彈片的尺寸。||||
subDescMarksmanFragGrenade07|Stun monsters on hit.||||擊中怪物時使其暈眩||||
subDescMarksmanFragGrenade08|Increased damage dealt to stunned targets.||||對暈眩目標造成的傷害增加。||||
subDescMarksmanFragGrenade09|Knock monsters back on hit dealing additional damage and stunning when hitting terrain.||||擊中怪物時將其擊退，造成額外傷害並在擊中地形時造成暈眩。||||
subDescMarksmanFragGrenade10|Increases damage dealt to burning targets.||||增加對燃燒目標造成的傷害。||||
subDescMarksmanFragGrenade11|Throw a cluster bomb exploding into multiple frag grenades around the impact point.||||投擲一枚集束炸彈，在彈著點周圍爆炸成多枚破片手榴彈。||||
subDescMarksmanFragGrenade12|Throw frag grenades rapidly into all directions.||||快速向各個方向投擲破片手榴彈。||||
subDescMarksmanFragGrenade13|Incendiary grenades sets the area under monsters hit on fire dealing additional fire damage causing burning.||||燃燒手榴彈會使怪物下方的區域著火，造成額外的火焰傷害並導致燃燒。||||
