[Blood Pact modifiers]|||||||||||
blood_pact_manage_info|Here you can manage your [c_red]Blood Pact[c_reset] before it has been started.[nl][nl]You can have up to [c_coin][var,pactSize] members[c_reset] in your [c_red]Blood Pact[c_reset].[nl][nl]You can promote members to [c_coin]Officers[c_reset].[nl]Officers can invite, uninvite and kick members of the Pact as well as [c_yellow]Edit[c_reset] the Pact settings by using [c_yellow]Edit Tokens[c_reset].[nl][nl]The [c_red]Blood Pact[c_reset] creator can edit the [c_red]Blood Pact[c_reset] description, modifiers and hardcore gamemode from the [c_coin]Edit[c_reset] menu. The [c_red]Blood Pact[c_reset] modifiers can be freely edited before starting the Pact, two times after starting the Pact and twice more at any time for each Blood Pact Token used to extend or expand the [c_red]Blood Pact[c_reset].[nl][nl]When you are happy with your [c_red]Blood Pact[c_reset] modifiers, you can start the Pact![nl][nl]Remember, a [c_red]Blood Pact[c_reset] lasts for [c_coin]15 days[c_reset] after starting![nl][nl]You can extend the [c_red]Blood Pact[c_reset] end date at any time by using a [c_coin][var,pactSize] player Blood Pact token[c_reset].[nl][nl][c_red]Blood Pact[c_reset] members can also be managed after starting.|Täällä voit hallita [c_red]Verivalaasi[c_reset] ennen kuin se on aloitettu.[nl][nl]Voit lisätä jopa [c_coin][var,pactSize] jäsentä[c_reset] [c_red]Veriliittoosi[c_reset].[nl][nl][c_red]Veriliiton[c_reset] luoja voi muokata [c_red]Veriliiton[c_reset] kuvausta, modifikaattoreita ja hardcore-pelitilaa [c_coin]Muokkaa[c_reset] -valikosta. [c_red]Veriliiton[c_reset] modifikaattoreita voi muokata vain ennen liiton aloittamista![nl][nl]Lopuksi, jos olet tyytyväinen [c_red]Veriliittosi[c_reset] modifikaattoreihin, voit aloittaa liiton![nl][nl]Muista, että [c_red]Veriliitto[c_reset] kestää [c_coin]15 päivää[c_reset] aloituksen jälkeen![nl][nl]Voit pidentää [c_red]Veriliiton[c_reset] kestoa ostamalla lisää tokeneita.[nl][nl][c_red]Veriliiton[c_reset] jäseniä voidaan hallita myös aloituksen jälkeen. |Aqui você pode gerenciar seu [c_red]Pacto de Sangue[c_reset] antes de iniciá-lo.[nl][nl]Você pode ter até [c_coin][var,pactSize] membros[c_reset] no seu [c_red]Pacto de Sangue[c_reset].[nl][nl]O criador do [c_red]Pacto de Sangue[c_reset] pode editar a descrição, os modificadores e o modo hardcore no menu [c_coin]Editar[c_reset]. Os modificadores do [c_red]Pacto de Sangue[c_reset] só podem ser editados antes de iniciar o pacto![nl][nl]Por fim, se estiver satisfeito com os modificadores do seu [c_red]Pacto de Sangue[c_reset], você pode iniciá-lo![nl][nl]Lembre-se de que um [c_red]Pacto de Sangue[c_reset] dura [c_coin]15 dias[c_reset] após o início![nl][nl]Você pode estender o tempo do [c_red]Pacto de Sangue[c_reset] comprando mais tokens.[nl][nl]Os membros do [c_red]Pacto de Sangue[c_reset] também podem ser gerenciados após o início. |Здесь вы можете управлять своим [c_red]Кровавым Пактом[c_reset] перед его началом.[nl][nl]В вашем [c_red]Кровавом Пакте[c_reset] может быть до [c_coin][var,pactSize] участников[c_reset].[nl][nl]Создатель [c_red]Кровавого Пакта[c_reset] может редактировать его описание, модификаторы и режим хардкора в меню [c_coin]Редактировать[c_reset]. Модификаторы [c_red]Кровавого Пакта[c_reset] можно изменить только до начала![nl][nl]Если вас устраивают модификаторы [c_red]Кровавого Пакта[c_reset], вы можете начать Пакт![nl][nl]Помните, что [c_red]Кровавый Пакт[c_reset] длится [c_coin]15 дней[c_reset] после начала![nl][nl]Вы можете продлить время [c_red]Кровавого Пакта[c_reset], купив дополнительные токены.[nl][nl]Управлять участниками [c_red]Кровавого Пакта[c_reset] можно и после его начала. |在這裡，您可以在啟動 [c_red]血誓[c_reset] 之前進行管理。[nl][nl]您的 [c_red]血誓[c_reset] 最多可以包含 [c_coin][var,pactSize] 名成員[c_reset]。[nl][nl][c_red]血誓[c_reset] 的創建者可以在 [c_coin]編輯[c_reset] 選單中修改 [c_red]血誓[c_reset] 的描述、修飾詞和HC模式。[c_red]血誓[c_reset] 的修飾詞只能在啟動前進行編輯！[nl][nl]最后，如果您對 [c_red]血誓[c_reset] 的修飾詞滿意，您可以開始契約！[nl][nl]請記住，[c_red]血誓[c_reset] 在啟動後將持續 [c_coin]15 天[c_reset]！[nl][nl]您可以透過購買更多代幣來延長 [c_red]血誓[c_reset] 的時間。[nl][nl][c_red]血誓[c_reset] 啟動後成員仍可進行管理。 |ここでは、[c_red]血の誓約[c_reset] を開始する前に管理できます。[nl][nl]あなたの [c_red]血の誓約[c_reset] には最大 [c_coin][var,pactSize] 人のメンバーを追加できます[c_reset]。[nl][nl][c_red]血の誓約[c_reset] の作成者は、[c_coin]編集[c_reset] メニューから説明、修正要素、およびハードコアモードを編集できます。[c_red]血の誓約[c_reset] の修正要素は開始前にのみ編集可能です！[nl][nl]最後に、[c_red]血の誓約[c_reset] の修正要素に満足したら、誓約を開始できます！[nl][nl]覚えておいてください、[c_red]血の誓約[c_reset] は開始後 [c_coin]15 日間[c_reset] 続きます！[nl][nl]より多くのトークンを購入することで [c_red]血の誓約[c_reset] の期間を延長できます。[nl][nl]また、[c_red]血の誓約[c_reset] のメンバーは開始後も管理できます。 |여기에서 [c_red]블러드 팩트[c_reset]을 시작하기 전에 관리할 수 있습니다.[nl][nl][c_red]블러드 팩트[c_reset]에는 최대 [c_coin][var,pactSize]명의 멤버를 추가할 수 있습니다[c_reset].[nl][nl][c_red]블러드 팩트[c_reset]의 생성자는 [c_coin]편집[c_reset] 메뉴에서 설명, 수정 사항 및 하드코어 모드를 변경할 수 있습니다. [c_red]블러드 팩트[c_reset]의 수정 사항은 시작하기 전에만 변경할 수 있습니다![nl][nl]마지막으로, [c_red]블러드 팩트[c_reset]의 수정 사항이 만족스럽다면 서약을 시작하세요![nl][nl]기억하세요, [c_red]블러드 팩트[c_reset]은 시작 후 [c_coin]15일 동안[c_reset] 지속됩니다![nl][nl]추가 토큰을 구매하면 [c_red]블러드 팩트[c_reset]의 기간을 연장할 수 있습니다.[nl][nl][c_red]블러드 팩트[c_reset]의 멤버는 시작 후에도 관리할 수 있습니다. |Hier kannst du deinen [c_red]Blutpakt[c_reset] verwalten, bevor er gestartet wird.[nl][nl]Du kannst bis zu [c_coin][var,pactSize] Mitglieder[c_reset] in deinem [c_red]Blutpakt[c_reset] haben.[nl][nl]Der Ersteller des [c_red]Blutpakts[c_reset] kann die Beschreibung, Modifikatoren und den Hardcore-Modus im [c_coin]Bearbeiten[c_reset]-Menü ändern. Die [c_red]Blutpakt[c_reset]-Modifikatoren können nur vor dem Start des Pakts bearbeitet werden![nl][nl]Wenn du mit deinen [c_red]Blutpakt[c_reset]-Modifikatoren zufrieden bist, kannst du den Pakt starten![nl][nl]Denke daran, ein [c_red]Blutpakt[c_reset] dauert [c_coin]15 Tage[c_reset] nach dem Start![nl][nl]Du kannst die Laufzeit des [c_red]Blutpakts[c_reset] durch den Kauf weiterer Token verlängern.[nl][nl]Mitglieder des [c_red]Blutpakts[c_reset] können auch nach dem Start verwaltet werden.|Ici, vous pouvez gérer votre [c_red]Pacte de Sang[c_reset] avant son lancement.[nl][nl]Votre [c_red]Pacte de Sang[c_reset] peut contenir jusqu’à [c_coin][var,pactSize] membres[c_reset].[nl][nl]Le créateur du [c_red]Pacte de Sang[c_reset] peut modifier la description, les modificateurs et le mode hardcore depuis le menu [c_coin]Modifier[c_reset]. Les modificateurs du [c_red]Pacte de Sang[c_reset] ne peuvent être modifiés qu’avant le début du Pacte![nl][nl]Enfin, si vous êtes satisfait des modificateurs de votre [c_red]Pacte de Sang[c_reset], vous pouvez le lancer![nl][nl]Rappelez-vous, un [c_red]Pacte de Sang[c_reset] dure [c_coin]15 jours[c_reset] après son lancement![nl][nl]Vous pouvez prolonger la durée du [c_red]Pacte de Sang[c_reset] en achetant plus de jetons.[nl][nl]Les membres du [c_red]Pacte de Sang[c_reset] peuvent également être gérés après le lancement. |Aquí puedes gestionar tu [c_red]Pacto de Sangre[c_reset] antes de que haya comenzado. [nl][nl]Puedes tener hasta [c_coin][var,pactSize] miembros[c_reset] en tu [c_red]Pacto de Sangre[c_reset]. El creador del [c_red]Pacto de Sangre[c_reset] puede editar la descripción, los modificadores y el modo de juego Dificil desde el menú [c_coin]Editar[c_reset]. ¡Los modificadores del [c_red]Pacto de Sangre[c_reset] solo pueden editarse antes de iniciar el Pacto! [nl][nl]Por último, si estás satisfecho con los modificadores de tu [c_red]Pacto de Sangre[c_reset], ¡puedes iniciar el Pacto! [nl][nl]Recuerda, un [c_red]Pacto de Sangre[c_reset] dura [c_coin]15 días[c_reset] después de iniciarse. Puedes extender el tiempo del [c_red]Pacto de Sangre[c_reset] comprando más fichas. [nl][nl]Los miembros del [c_red]Pacto de Sangre[c_reset] también pueden gestionarse después de iniciarse.|Tutaj możesz zarządzać swoim [c_red]Blood Pact[c_reset] przed jego rozpoczęciem.[nl][nl]W twoim [c_red]Blood Pact[c_reset] może być maksymalnie [c_coin][var,pactSize] członków[c_reset].[nl][nl]Możesz awansować członków na [c_coin]Oficerów[c_reset].[nl]Oficerowie mogą zapraszać, odwoływać zaproszenia i wyrzucać członków Paktu, a także [c_yellow]edytować[c_reset] ustawienia Paktu za pomocą [c_yellow]tokenów edycji[c_reset].[nl][nl]Twórca [c_red]Blood Pact[c_reset] może edytować opis, modyfikatory i tryb hardcore z menu [c_coin]Edytuj[c_reset]. Modyfikatory [c_red]Blood Pact[c_reset] można dowolnie edytować przed rozpoczęciem Paktu, dwa razy po rozpoczęciu oraz dwa razy więcej w dowolnym momencie za każdy użyty token Blood Pact do przedłużenia lub rozszerzenia [c_red]Blood Pact[c_reset].[nl][nl]Gdy będziesz zadowolony ze swoich modyfikatorów [c_red]Blood Pact[c_reset], możesz rozpocząć Pakt![nl][nl]Pamiętaj, że [c_red]Blood Pact[c_reset] trwa [c_coin]15 dni[c_reset] od momentu rozpoczęcia![nl][nl]Możesz przedłużyć datę zakończenia [c_red]Blood Pact[c_reset] w dowolnym momencie za pomocą tokena Blood Pact dla [c_coin][var,pactSize] graczy[c_reset].[nl][nl][c_red]Członkowie Blood Pact[c_reset] mogą być również zarządzani po rozpoczęciu.
blood_pact_started_info|Your [c_red]Blood Pact[c_reset] has begun.[nl][nl]You can have up to [c_coin][var,pactSize] members[c_reset] in your [c_red]Blood Pact[c_reset].[nl][nl][c_red]Blood Pact[c_reset] members can be managed here.[nl][nl]Custom modifiers of your [c_red]Blood Pact[c_reset] can be seen on the left.[nl][nl]You can extend the [c_red]Blood Pact[c_reset] time by using more [c_coin][var,pactSize] player Blood Pact tokens[c_reset]. [c_red]Blood Pact[c_reset] can also be extended any time after it has ended, allowing you to continue from where you left off.[nl][nl]The [c_red]Blood Pact[c_reset] can also be expanded to a larger size, which also grants additional [c_coin]7 days[c_reset] to the pact.[nl]Characters in the [c_red]Blood Pact[c_reset] can only be played when the [c_red]Blood Pact[c_reset] is active.[nl][nl]Pact owner can promote members to [c_coin]Officers[c_reset].[nl]Officers can invite, uninvite and kick members of the Pact as well as [c_yellow]Edit[c_reset] the Pact settings by using [c_yellow]Edit Tokens[c_reset].[nl][nl][c_coin]May the gods be with you![c_reset]|Sinun [c_red]Verivalasi[c_reset] on alkanut.[nl][nl]Voit lisätä enintään [c_coin][var,pactSize] jäsentä[c_reset] [c_red]Verivalaasi[c_reset].[nl][nl][c_red]Verivalan[c_reset] jäseniä voidaan hallita täällä.[nl][nl]Mukautetut muokkaimet [c_red]Verivalallesi[c_reset] näkyvät vasemmalla.[nl][nl]Voit pidentää [c_red]Verivalan[c_reset] kestoa ostamalla lisää [c_coin][var,pactSize] pelaajapoletteja[c_reset].[nl][nl]Kun [c_red]Verivala[c_reset] päättyy, sen hahmoja ei voi enää pelata.[nl][nl][c_coin]Olkoot jumalat kanssasi![c_reset] |Seu [c_red]Pacto de Sangue[c_reset] começou.[nl][nl]Você pode ter até [c_coin][var,pactSize] membros[c_reset] no seu [c_red]Pacto de Sangue[c_reset].[nl][nl]Os membros do [c_red]Pacto de Sangue[c_reset] podem ser gerenciados aqui.[nl][nl]Modificadores personalizados do seu [c_red]Pacto de Sangue[c_reset] podem ser vistos à esquerda.[nl][nl]Você pode estender o tempo do [c_red]Pacto de Sangue[c_reset] comprando mais [c_coin][var,pactSize] fichas de jogador[c_reset].[nl][nl]Após o fim do [c_red]Pacto de Sangue[c_reset], os personagens do pacto não poderão ser jogados.[nl][nl][c_coin]Que os deuses estejam com você![c_reset] |Ваш [c_red]Кровавый Пакт[c_reset] начался.[nl][nl]Вы можете добавить до [c_coin][var,pactSize] участников[c_reset] в ваш [c_red]Кровавый Пакт[c_reset].[nl][nl]Управлять участниками [c_red]Кровавого Пакта[c_reset] можно здесь.[nl][nl]Пользовательские модификаторы вашего [c_red]Кровавого Пакта[c_reset] отображаются слева.[nl][nl]Вы можете продлить время действия [c_red]Кровавого Пакта[c_reset], купив дополнительные [c_coin][var,pactSize] жетоны игроков[c_reset].[nl][nl]После окончания [c_red]Кровавого Пакта[c_reset] персонажи в нем станут недоступны для игры.[nl][nl][c_coin]Пусть боги будут с вами![c_reset] |您的[c_red]血契[c_reset]已開始。[nl][nl]您最多可以在[c_red]血契[c_reset]中擁有[c_coin][var,pactSize]名成员[c_reset]。[nl][nl][c_red]血之契约[c_reset]成員可以在這裡管理。[nl][nl]您的[c_red]血契[c_reset]的自訂修飾詞顯示在左側。[nl][nl]您可以透過購買更多[c_coin][var,pactSize]個玩家代幣[c_reset]來延長[c_red]血契[c_reset]的時間。[nl][nl]當[c_red]血契[c_reset]結束後，契約中的角色將無法遊玩。[nl][nl][c_coin]願諸神保佑您！[c_reset] |あなたの[c_red]血の誓約[c_reset]が始まりました。[nl][nl][c_red]血の誓約[c_reset]には最大で[c_coin][var,pactSize]人のメンバー[c_reset]を追加できます。[nl][nl][c_red]血の誓約[c_reset]のメンバーはここで管理できます。[nl][nl]あなたの[c_red]血の誓約[c_reset]のカスタム修正は左側に表示されます。[nl][nl][c_red]血の誓約[c_reset]の期間を延長するには、[c_coin][var,pactSize]個のプレイヤートークン[c_reset]を購入してください。[nl][nl][c_red]血の誓約[c_reset]が終了すると、そのメンバーのキャラクターはプレイできなくなります。[nl][nl][c_coin]神々の加護があらんことを！[c_reset] |당신의 [c_red]블러드 팩트[c_reset]가 시작되었습니다.[nl][nl][c_red]블러드 팩트[c_reset]에는 최대 [c_coin][var,pactSize]명의 회원[c_reset]을 포함할 수 있습니다.[nl][nl][c_red]블러드 팩트[c_reset]의 회원을 여기에서 관리할 수 있습니다.[nl][nl]당신의 [c_red]블러드 팩트[c_reset]에 대한 사용자 지정 수정 사항이 왼쪽에 표시됩니다.[nl][nl][c_red]블러드 팩트[c_reset] 시간을 연장하려면 추가로 [c_coin][var,pactSize]개의 플레이어 토큰[c_reset]을 구매하세요.[nl][nl][c_red]블러드 팩트[c_reset]가 종료되면, 그 안의 캐릭터는 플레이할 수 없습니다.[nl][nl][c_coin]신들의 가호가 함께하길![c_reset] |Dein [c_red]Blutpakt[c_reset] hat begonnen.[nl][nl]Du kannst bis zu [c_coin][var,pactSize] Mitglieder[c_reset] in deinem [c_red]Blutpakt[c_reset] haben.[nl][nl]Die Mitglieder des [c_red]Blutpakts[c_reset] können hier verwaltet werden.[nl][nl]Die benutzerdefinierten Modifikatoren deines [c_red]Blutpakts[c_reset] sind links zu sehen.[nl][nl]Du kannst die Dauer des [c_red]Blutpakts[c_reset] verlängern, indem du weitere [c_coin][var,pactSize] Spielertoken[c_reset] kaufst.[nl][nl]Nach dem Ende des [c_red]Blutpakts[c_reset] können die Charaktere darin nicht mehr gespielt werden.[nl][nl][c_coin]Mögen die Götter mit dir sein![c_reset]|Votre [c_red]Pacte de Sang[c_reset] a commencé.[nl][nl]Vous pouvez avoir jusqu'à [c_coin][var,pactSize] membres[c_reset] dans votre [c_red]Pacte de Sang[c_reset].[nl][nl]Les membres du [c_red]Pacte de Sang[c_reset] peuvent être gérés ici.[nl][nl]Les modificateurs personnalisés de votre [c_red]Pacte de Sang[c_reset] sont visibles à gauche.[nl][nl]Vous pouvez prolonger la durée du [c_red]Pacte de Sang[c_reset] en achetant [c_coin][var,pactSize] jetons de joueur supplémentaires[c_reset].[nl][nl]Une fois le [c_red]Pacte de Sang[c_reset] terminé, les personnages qu'il contient ne pourront plus être joués.[nl][nl][c_coin]Que les dieux soient avec vous ![c_reset] |Tu Pacto de Sangre[c_reset] ha comenzado.[nl][nl]Puedes tener hasta [c_coin][var,pactSize] miembros[c_reset] en tu [c_red]Pacto de Sangre[c_reset].[nl][nl][c_red]Los miembros del Pacto de Sangre[c_reset] se pueden administrar aquí.[nl][nl]Los modificadores personalizados de tu Pacto de Sangre[c_reset] se pueden ver a la izquierda.[nl][nl]Puedes extender el tiempo del Pacto de Sangre[c_reset] usando más [c_coin][var,pactSize] fichas de Pacto de Sangre de jugador[c_reset]. [c_red]Pacto de Sangre[c_reset] también se puede extender en cualquier momento después de que haya terminado, lo que te permite continuar desde donde lo dejaste.[nl][nl]El [c_red]Pacto de Sangre[c_reset] también se puede expandir a un tamaño mayor, lo que también otorga [c_coin]7 días[c_reset] adicionales al pacto.[nl]Los personajes en el [c_red]Pacto de Sangre[c_reset] solo se pueden jugar cuando el [c_red]Pacto de Sangre[c_reset] está activo.[nl][nl]El dueño del Pacto puede ascender a los miembros a [c_coin]Oficiales[c_reset].[nl]Los oficiales pueden invitar, desinvitar y expulsar a los miembros del Pacto, así como [c_yellow]Editar[c_reset] la configuración del Pacto usando [c_yellow]Token de edicion[c_reset].[nl][nl][c_coin]¡Que los dioses estén contigo![c_reset]|Twój [c_red]Blood Pact[c_reset] rozpoczął się.[nl][nl]W twoim [c_red]Blood Pact[c_reset] może być maksymalnie [c_coin][var,pactSize] członków[c_reset].[nl][nl]Tutaj możesz zarządzać członkami [c_red]Blood Pact[c_reset].[nl][nl]Niestandardowe modyfikatory twojego [c_red]Blood Pact[c_reset] są widoczne po lewej stronie.[nl][nl]Możesz przedłużyć czas trwania [c_red]Blood Pact[c_reset] za pomocą dodatkowych tokenów Blood Pact dla [c_coin][var,pactSize] graczy[c_reset]. [c_red]Blood Pact[c_reset] można również przedłużyć w dowolnym momencie po zakończeniu, co pozwala kontynuować od miejsca, w którym skończyłeś.[nl][nl][c_red]Blood Pact[c_reset] można również rozszerzyć do większego rozmiaru, co dodatkowo przyznaje [c_coin]7 dni[c_reset] do paktu.[nl]Postacie w [c_red]Blood Pact[c_reset] można grać tylko wtedy, gdy [c_red]Blood Pact[c_reset] jest aktywny.[nl][nl]Właściciel Paktu może awansować członków na [c_coin]Oficerów[c_reset].[nl]Oficerowie mogą zapraszać, odwoływać zaproszenia i wyrzucać członków Paktu, a także [c_yellow]edytować[c_reset] ustawienia Paktu za pomocą [c_yellow]tokenów edycji[c_reset].[nl][nl][c_coin]Niech bogowie będą z wami![c_reset]
blood_pact_expand_info|You can expand the [c_red]Blood Pact[c_reset] by using a larger [c_red]Blood Pact[c_reset] token.[nl]Expanding the [c_red]Blood Pact[c_reset] also grants an additional [c_coin]7 active days[c_reset] to the [c_red]Blood Pact[c_reset].|Voit laajentaa [c_red]Verisopimusta[c_reset] käyttämällä suurempaa [c_red]Verisopimus[c_reset]-tokenia.[nl][c_red]Verisopimuksen[c_reset] laajentaminen antaa myös [c_coin]7 lisäaktiivista päivää[c_reset] [c_red]Verisopimukselle[c_reset]. |Você pode expandir o [c_red]Pacto de Sangue[c_reset] usando um token [c_red]Pacto de Sangue[c_reset] maior.[nl]Expandir o [c_red]Pacto de Sangue[c_reset] também concede [c_coin]7 dias ativos[c_reset] adicionais ao [c_red]Pacto de Sangue[c_reset]. |Вы можете расширить [c_red]Кровавый договор[c_reset], используя более крупный токен [c_red]Кровавого договора[c_reset].[nl]Расширение [c_red]Кровавого договора[c_reset] также дает [c_red]Кровавому договору[c_reset] дополнительные [c_coin]7 активных дней[c_reset]. |您可以使用更大的[c_red]血契[c_reset]代幣來擴展[c_red]血契[c_reset]。[nl]擴展[c_red]血契[c_reset]也會為[c_red]血契[c_reset]額外授予[c_coin]7 個有效天數[c_reset]。 |より大きな[c_red]血の契約[c_reset]トークンを使用することで、[c_red]血の契約[c_reset]を拡張できる。[nl][c_red]血の契約[c_reset]を拡張すると、[c_coin]追加で7日間の有効期間[c_reset]が[c_red]血の契約[c_reset]に付与される。|더 큰 [c_red]블러드 팩트[c_reset] 토큰을 사용하여 [c_red]블러드 팩트[c_reset]를 확장할 수 있습니다.[nl][c_red]블러드 팩트[c_reset]를 확장하면 [c_coin]7일의 활성 기간[c_reset]이 추가로 부여됩니다.|Sie können den [c_red]Blutpakt[c_reset] erweitern, indem Sie einen größeren [c_red]Blutpakt[c_reset]-Token verwenden.[nl]Durch die Erweiterung des [c_red]Blutpakts[c_reset] werden dem [c_red]Blutpakt[c_reset] außerdem zusätzliche [c_coin]7 aktive Tage[c_reset] gewährt.|Vous pouvez étendre le [c_red]Pacte de sang[c_reset] en utilisant un jeton [c_red]Pacte de sang[c_reset] plus grand.[nl]L'extension du [c_red]Pacte de sang[c_reset] accorde également [c_coin]7 jours actifs[c_reset] supplémentaires au [c_red]Pacte de sang[c_reset]. |Puedes expandir el [c_red]Pacto de Sangre[c_reset] usando un token de [c_red]Pacto de Sangre[c_reset] más grande.[nl]Expandir el [c_red]Pacto de Sangre[c_reset] también otorga [c_coin]7 días activos adicionales[c_reset] al [c_red]Pacto de Sangre[c_reset].|Możesz rozszerzyć [c_red]Blood Pact[c_reset] za pomocą większego tokena [c_red]Blood Pact[c_reset].[nl]Rozszerzenie [c_red]Blood Pact[c_reset] przyznaje dodatkowo [c_coin]7 aktywnych dni[c_reset] do [c_red]Blood Pact[c_reset].
blood_pact_not_active|Blood Pact not active! You can continue playing the character by extending the Blood Pact.|Verivalasi ei ole aktiivinen! Voit jatkaa hahmon pelaamista pidentämällä Verivalan kestoa. |Pacto de Sangue inativo! Você pode continuar jogando com o personagem estendendo o Pacto de Sangue. |Кровавый Пакт не активен! Вы можете продолжить играть за персонажа, продлив Кровавый Пакт. |血契尚未未啟動！你可以透過延長血契來繼續遊玩該角色。 |血の誓約が有効ではありません！血の誓約を延長することで、このキャラクターを続けてプレイできます。 |블러드 팩트가 활성화되지 않았습니다! 블러드 팩트를 연장하면 캐릭터를 계속 플레이할 수 있습니다. |Blutpakt nicht aktiv! Du kannst den Charakter weiterhin spielen, indem du den Blutpakt verlängerst.|Pacte de Sang inactif ! Vous pouvez continuer à jouer ce personnage en prolongeant le Pacte de Sang. |¡El Pacto de Sangre no está activo! Puedes seguir jugando con el personaje extendiendo el Pacto de Sangre.|Blood Pact nie jest aktywny! Możesz kontynuować granie postacią poprzez przedłużenie Blood Pact.
blood_pact_invalid_character|This character belongs to another Blood Pact. You can continue playing by getting invited back to this Blood Pact.|Tämä hahmo kuuluu toiseen verivalaan. Voit jatkaa pelaamista jos saat kutsun takaisin tähän verivalaan.|Este personagem pertence a outro Pacto de Sangue. Você pode continuar jogando sendo convidado novamente para este Pacto de Sangue. |Этот персонаж принадлежит другому Blood Pact. Вы можете продолжить игру, получив приглашение обратно в этот Blood Pact. |該角色屬於另一個血契。您可以透過受邀再次加入這個血契來繼續玩遊戲。 |このキャラクターは別の血盟団に属しています。この血盟団に再び招待されれば、ゲームを続けることができます。 |이 캐릭터는 다른 블러드 팩트에 속해 있습니다. 이 블러드 팩트로 다시 초대받으면 계속 플레이할 수 있습니다.|Dieser Charakter gehört einem anderen Blutpakt an. Du kannst weiterspielen, indem du erneut zu diesem Blutpakt eingeladen wirst.|Ce personnage appartient à un autre Pacte de Sang. Vous pouvez continuer à jouer en étant invité à rejoindre ce Pacte de Sang. |Este personaje pertenece a otro Pacto de Sangre. Puedes seguir jugando si te invitan nuevamente a este Pacto de Sangre.|Ta postać należy do innego Blood Pact. Możesz kontynuować granie, otrzymując ponowne zaproszenie do tego Blood Pact.
blood_pact_ended_prompt|Blood Pact has ended.|Verisopimus on päättynyt.|O Pacto de Sangue terminou.|Blood Pact завершён.|血契已結束。|血の契約が終了しました。|블러드 팩트가 종료되었습니다.|Der Blutpakt ist beendet.|Le Pacte de Sang est terminé.|El Pacto de Sangre ha finalizado.|Blood Pact zakończył się.
blood_pact_settings_changed|Blood Pact settings changed.|Verisopimuksen asetuksia muutettiin.|As configurações do Pacto de Sangue foram alteradas.|Настройки Blood Pact изменены.|血契設定已更改。|血の契約の設定が変更されました。|블러드 팩트 설정이 변경되었습니다.|Blutpakt-Einstellungen geändert.|Les paramètres du Pacte de Sang ont été modifiés.|Se han cambiado los ajustes del Pacto de Sangre.|Ustawienia Blood Pact zostały zmienione.
pact_promote|Promote to officer|Ylennä upseeriksi|Promover a oficial|Повысить до офицера|晉升為管理員|幹部に昇格|간부로 승격|Zum Offizier befördern|Promouvoir au rang d'officier|Ascender a oficial|Awansuj na oficera
pact_demote|Demote officer|Alenna upseeri|Rebaixar oficial|Понизить до офицера|管理員降級|幹部を降格|간부를 강등|Offizier degradieren|Rétrograder l'officier|Degradar oficial|Zdegradować oficera
pact_kick|Kick|Potki|Expulsar|Выгнать|踢除|追放|추방|Kick|Expulser|Expulsar|Wyrzuć
blood_pact_kick|Are you sure you want to remove this player from the Blood Pact?|Haluatko varmasti poistaa tämän pelaajan verisopimuksesta?|Tem certeza de que deseja remover este jogador do Pacto de Sangue?|Вы уверены, что хотите удалить этого игрока из Blood Pact?|您確定要從血契中移除該玩家嗎？|このプレイヤーを血の契約から除名してもよろしいですか？|이 플레이어를 블러드 팩트에서 제명해도 될까요?|Möchtest du diesen Spieler wirklich aus dem Blutpakt entfernen?|Êtes-vous sûr de vouloir retirer ce joueur du Pacte de Sang ?|¿Estas seguro que quieres eliminar a este jugador del Pacto de Sangre?|Czy na pewno chcesz usunąć tego gracza z Blood Pact?
blood_pact_can_not_leave|As the creator of the Blood Pact you can only leave when the Blood Pact has ended.|Verisopimuksen luojana voit poistua vasta, kun verisopimus on päättynyt.|Como criador do Pacto de Sangue, você só poderá sair quando o Pacto de Sangue terminar.|Как создатель Кровавого Пакта, вы можете покинуть его только после его расторжения.|身為血契的擁有者，你只能在血契結束後離開。|血盟の創設者であるあなたは、血盟の期間が終了した時のみ離脱できます。|혈맹의 창시자로서 당신은 혈맹이 종료될 때만 탈퇴할 수 있습니다.|Als Gründer des Blutpakts kannst du diesen erst verlassen, wenn er beendet ist.|En tant que créateur du Pacte de Sang, vous ne pouvez le quitter qu'à sa dissolution.|Como creador del Pacto de Sangre, solo puedes abandonarlo cuando este haya terminado.|Jako twórca Blood Pact możesz opuścić go tylko wtedy, gdy Blood Pact już się zakończył.
blood_pact_can_not_leave_must_promote|To leave the Blood Pact you must first promote another member of the Blood Pact to be the new owner.|Verisopimuksesta poistuaksesi sinun on ensin ylennettävä toinen verisopimuksen jäsen uudeksi omistajaksi.|Para sair do Pacto de Sangue, você primeiro deve promover outro membro do Pacto de Sangue a novo proprietário.|Чтобы выйти из Кровавого Пакта, вы должны сначала повысить другого члена Пакта до статуса нового владельца.|要退出血契，你必須先提拔血契的另一個成員成為新擁有者。|血盟を離脱するには、まず血盟の他のメンバーを新たな所有者に昇格させる必要があります。|혈맹을 탈퇴하려면 먼저 혈맹의 다른 구성원을 새로운 소유자로 승격시켜야 합니다.|Um den Blutpakt zu verlassen, musst du zuerst ein anderes Mitglied zum neuen Besitzer ernennen.|Pour quitter le Pacte de Sang, vous devez d'abord promouvoir un autre membre au rang de nouveau propriétaire.|Para abandonar el Pacto de Sangre, primero debes nombrar a otro miembro como propietario.|Aby opuścić Blood Pact, musisz najpierw awansować innego członka Blood Pact na nowego właściciela.
